I 75
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	8.35	8.81	660	720	5	0
2	4.61	8.09	180	240	5	0
3	9.98	8.11	300	360	5	0
4	1.69	4.03	360	420	5	0
5	5.83	2.67	300	360	5	0
6	8.87	5.01	300	360	5	0
7	5.85	7.88	300	360	5	0
8	9.33	6.16	180	240	5	0
9	0.57	1.72	480	540	5	0
10	5.51	8.89	420	480	5	0
11	8.59	8.06	660	720	5	0
12	0.35	0.67	180	240	5	0
13	2.67	0.64	660	720	5	0
14	5.89	8.57	240	300	5	0
15	4.75	5.4	540	600	5	0
16	9.97	8.47	240	300	5	0
17	0.86	6.1	180	240	5	0
18	2.29	2.54	240	300	5	0
19	8.9	2.42	300	360	5	0
20	9.62	2.04	360	420	5	0
21	6.58	3.47	540	600	5	0
22	2.87	7.27	360	420	5	0
23	0.43	4.15	240	300	5	0
24	4.73	3.58	300	360	5	0
25	7.16	9.18	600	660	5	0
26	1.15	0.65	360	420	5	0
27	4.37	0.61	420	480	5	0
28	9.32	3.15	540	600	5	0
29	0.73	5.89	420	480	5	0
30	3.12	1.18	300	360	5	0
31	3.77	5.56	300	360	5	0
32	1.06	4.72	300	360	5	0
33	7.53	8.25	540	600	5	0
34	0.75	9.22	660	720	5	0
35	9.65	9.32	420	480	5	0
36	2.31	7.25	420	480	5	0
37	2.29	2.4	480	540	5	0
38	5.24	1.53	600	660	5	0
39	6.41	8.15	360	420	5	0
40	4.67	8.92	480	540	5	0
41	0.99	5.92	480	540	5	0
42	8.31	9.41	540	600	5	0
43	3.45	7.15	540	600	5	0
44	0.45	9.49	660	720	5	0
45	1.59	1.22	660	720	5	0
46	5.35	7.45	300	360	5	0
47	6.97	4.53	0	60	5	0
48	3.53	8.84	60	120	5	0
49	5.63	6	660	720	5	0
50	0.57	5.03	360	420	5	0
51	6.95	4.04	0	60	5	0
52	9.14	2.74	420	480	5	0
53	7.04	9.43	420	480	5	0
54	9.06	8.66	60	120	5	0
55	3.93	3.48	420	480	5	0
56	9.88	2.87	420	480	5	0
57	2.37	5.76	60	120	5	0
58	2.79	5.25	60	120	5	0
59	6.1	4.54	480	540	5	0
60	9.12	3.88	540	600	5	0
61	1.25	1.27	480	540	5	0
62	7.15	5.83	300	360	5	0
63	4.09	1.78	480	540	5	0
64	7.31	4.66	420	480	5	0
65	8.66	3.79	420	480	5	0
66	9.15	3.04	0	60	5	0
67	4.04	4.31	60	120	5	0
68	6.1	9.13	360	420	5	0
69	2.14	4.79	360	420	5	0
70	8	0.89	300	360	5	0
71	2.77	2.26	60	120	5	0
72	8.75	1.98	540	600	5	0
73	1.2	2.04	60	120	5	0
74	3.54	6.27	180	240	5	0
75	6.97	5.91	300	360	5	0
76	2.5	2.5	0	600	10	15
77	2.5	7.5	0	600	10	15
78	7.5	7.5	0	600	10	20
79	7.5	2.5	0	600	10	15
80	5	5	0	600	10	15
