I 75
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	2.71	4.29	300	360	5	0
2	8.11	9.52	660	720	5	0
3	4.32	9.12	300	360	5	0
4	4.54	7.63	240	300	5	0
5	2.19	4.16	480	540	5	0
6	0.15	9.35	480	540	5	0
7	0.44	2.61	660	720	5	0
8	9.33	9.01	420	480	5	0
9	6.07	3.91	540	600	5	0
10	5.01	2.47	540	600	5	0
11	1.15	9.45	0	60	5	0
12	3.06	9.91	120	180	5	0
13	0.44	5.78	480	540	5	0
14	7.71	4.15	420	480	5	0
15	6.74	4.02	420	480	5	0
16	4.89	6.18	660	720	5	0
17	6.53	6.55	480	540	5	0
18	7.21	9.72	660	720	5	0
19	0.3	8.9	120	180	5	0
20	2.75	2.84	420	480	5	0
21	2.67	4.06	240	300	5	0
22	8.77	3.08	600	660	5	0
23	7.72	7.18	60	120	5	0
24	5.37	6.67	180	240	5	0
25	2.34	8.37	120	180	5	0
26	9.83	4.72	180	240	5	0
27	5.39	1.35	60	120	5	0
28	3.84	0.61	660	720	5	0
29	10	5.07	540	600	5	0
30	3.17	9.6	0	60	5	0
31	3.37	2.64	540	600	5	0
32	7.56	4.83	180	240	5	0
33	2.14	0.7	300	360	5	0
34	2.62	9.54	660	720	5	0
35	0.42	2.27	420	480	5	0
36	1.17	4	540	600	5	0
37	5.33	7.79	240	300	5	0
38	1.35	7.48	540	600	5	0
39	1.91	9.08	0	60	5	0
40	2.95	0.74	300	360	5	0
41	2.68	5.99	660	720	5	0
42	0.61	3.52	0	60	5	0
43	6.6	6.89	0	60	5	0
44	3.03	4.95	180	240	5	0
45	4.98	0.05	180	240	5	0
46	3.9	4.6	240	300	5	0
47	5.67	1.46	0	60	5	0
48	9.08	7.6	540	600	5	0
49	9.05	7.42	600	660	5	0
50	1.49	1.58	0	60	5	0
51	7.56	5.54	540	600	5	0
52	8.8	7.33	360	420	5	0
53	7	8.55	360	420	5	0
54	6.04	3.02	300	360	5	0
55	0.71	6.82	420	480	5	0
56	0.92	9.47	360	420	5	0
57	6.91	1.66	180	240	5	0
58	4.18	5.32	60	120	5	0
59	5.47	8.57	420	480	5	0
60	5.69	9.2	540	600	5	0
61	1	6.03	120	180	5	0
62	8.94	4.02	60	120	5	0
63	5.45	6.17	300	360	5	0
64	4.93	5.36	540	600	5	0
65	9.08	2.55	300	360	5	0
66	1.23	0.54	600	660	5	0
67	1.16	0.15	120	180	5	0
68	5.58	5.95	540	600	5	0
69	5.74	2.71	360	420	5	0
70	3.5	7.92	240	300	5	0
71	4.72	1.76	600	660	5	0
72	8.78	7.62	240	300	5	0
73	7.1	9.42	660	720	5	0
74	9.41	9.39	120	180	5	0
75	9.43	1.67	660	720	5	0
76	2.5	2.5	0	600	10	15
77	2.5	7.5	0	600	10	15
78	7.5	7.5	0	600	10	20
79	7.5	2.5	0	600	10	15
80	5	5	0	600	10	15
