I 75
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	1.9	6.56	0	60	5	0
2	3.86	3.19	420	480	5	0
3	5.16	2.11	420	480	5	0
4	3.99	2.79	600	660	5	0
5	5.95	7.82	240	300	5	0
6	7.53	5.29	60	120	5	0
7	7.53	8.82	180	240	5	0
8	0.15	9.41	360	420	5	0
9	0.82	1.24	420	480	5	0
10	6.86	6.2	60	120	5	0
11	2.36	9.34	480	540	5	0
12	8.92	5.94	180	240	5	0
13	4.87	1.53	540	600	5	0
14	5.33	6.78	180	240	5	0
15	1.83	7.08	60	120	5	0
16	0.87	8.08	420	480	5	0
17	2.29	8.37	480	540	5	0
18	9.54	0.24	480	540	5	0
19	8.72	3.28	0	60	5	0
20	9.62	2.45	120	180	5	0
21	9.46	2.3	420	480	5	0
22	3.7	2.76	0	60	5	0
23	5.83	5.66	600	660	5	0
24	9.28	0.94	120	180	5	0
25	0.24	3.02	0	60	5	0
26	2.11	4.05	360	420	5	0
27	8.64	5.34	360	420	5	0
28	8.99	8.2	660	720	5	0
29	2.03	8.14	300	360	5	0
30	2.93	4.07	480	540	5	0
31	8.17	1.63	420	480	5	0
32	5.41	8.53	300	360	5	0
33	3.48	7.1	120	180	5	0
34	7.83	3.23	240	300	5	0
35	9.03	8.74	480	540	5	0
36	5.13	6.44	360	420	5	0
37	5.45	5.67	480	540	5	0
38	7.27	9.47	360	420	5	0
39	7.29	2	480	540	5	0
40	6.35	6.5	360	420	5	0
41	6.7	0.97	420	480	5	0
42	1.09	6.79	300	360	5	0
43	5.33	5.77	300	360	5	0
44	3.66	2.88	360	420	5	0
45	8.13	3.33	360	420	5	0
46	3.19	5.68	60	120	5	0
47	9.88	2.75	120	180	5	0
48	1.85	4.46	240	300	5	0
49	0.61	8.81	360	420	5	0
50	3.66	0.62	0	60	5	0
51	5	8.68	360	420	5	0
52	0.5	5.82	360	420	5	0
53	6.52	5.38	420	480	5	0
54	2.52	3.25	300	360	5	0
55	7.5	8.95	60	120	5	0
56	3.32	8.7	60	120	5	0
57	8.64	6.83	60	120	5	0
58	8.16	3.82	0	60	5	0
59	1.14	9.37	480	540	5	0
60	5.31	2.72	240	300	5	0
61	3.25	9.86	180	240	5	0
62	3.85	1.21	360	420	5	0
63	0.62	5.83	660	720	5	0
64	8.14	6.67	300	360	5	0
65	5.27	2.95	240	300	5	0
66	1.8	2.46	60	120	5	0
67	2.31	3.72	360	420	5	0
68	4.71	3.25	300	360	5	0
69	3.74	7.34	660	720	5	0
70	0	9.99	180	240	5	0
71	8.03	0.18	300	360	5	0
72	5.37	2.83	180	240	5	0
73	5.74	0.95	240	300	5	0
74	7.51	8.71	240	300	5	0
75	8.56	8.02	0	60	5	0
76	2.5	2.5	0	600	10	15
77	2.5	7.5	0	600	10	15
78	7.5	7.5	0	600	10	20
79	7.5	2.5	0	600	10	15
80	5	5	0	600	10	15
