I 25
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	600	0	0
1	1.59	0.26	540	600	5	0
2	1.87	7.09	360	420	5	0
3	0.85	7.28	180	240	5	0
4	6.93	7.68	0	60	5	0
5	9.69	8	480	540	5	0
6	5.32	3.65	0	60	5	0
7	1.53	7.15	600	660	5	0
8	5.49	6.89	0	60	5	0
9	6.58	6.08	300	360	5	0
10	6.51	7.84	0	60	5	0
11	8.41	9.82	180	240	5	0
12	0.28	9.43	600	660	5	0
13	3.84	5.52	420	480	5	0
14	2.68	9.55	300	360	5	0
15	5.12	9.8	60	120	5	0
16	9.79	5.55	480	540	5	0
17	6.62	2.97	120	180	5	0
18	0.12	2.75	660	720	5	0
19	1.5	3.69	420	480	5	0
20	8.08	9.33	360	420	5	0
21	1.22	0.39	300	360	5	0
22	7.89	3.73	360	420	5	0
23	7.15	3.29	600	660	5	0
24	9.53	9.63	660	720	5	0
25	0.86	2.39	360	420	5	0
26	2.5	2.5	0	600	10	5
27	2.5	7.5	0	600	10	5
28	7.5	7.5	0	600	10	5
29	7.5	2.5	0	600	10	5
30	5	5	0	600	10	10
