I 25
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	8.11	8.62	240	300	5	0
2	4.13	3.58	300	360	5	0
3	4.14	5.62	660	720	5	0
4	9.9	2.36	420	480	5	0
5	3.65	4.57	60	120	5	0
6	6.9	2.41	180	240	5	0
7	2.16	2.6	540	600	5	0
8	2.13	2.45	120	180	5	0
9	1.43	5.8	60	120	5	0
10	9	7.17	420	480	5	0
11	8.17	1.14	360	420	5	0
12	2.11	8.9	180	240	5	0
13	0.6	8.85	360	420	5	0
14	1.54	0.26	120	180	5	0
15	0.02	6.7	180	240	5	0
16	5.46	8.78	660	720	5	0
17	6.92	2.63	420	480	5	0
18	0.33	5.73	660	720	5	0
19	4.15	8.92	0	60	5	0
20	9.97	1.99	540	600	5	0
21	1.83	1.64	120	180	5	0
22	7.46	0.53	300	360	5	0
23	0.71	8.1	240	300	5	0
24	1.03	1.9	540	600	5	0
25	1.59	5.32	300	360	5	0
26	2.5	2.5	0	720	10	5
27	2.5	7.5	0	720	10	5
28	7.5	7.5	0	720	10	5
29	7.5	2.5	0	720	10	5
30	5	5	0	720	10	10
