I 50
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	7.12	4.27	240	300	5	0
2	9.23	2.18	420	480	5	0
3	1.59	8.86	480	540	5	0
4	5.19	5.71	540	600	5	0
5	2.18	2.4	180	240	5	0
6	1.61	7.01	420	480	5	0
7	4.77	0.51	120	180	5	0
8	2.09	3.26	60	120	5	0
9	0.4	8.99	60	120	5	0
10	9.52	9.2	180	240	5	0
11	4.34	9.83	60	120	5	0
12	5.7	3.87	660	720	5	0
13	4.67	8.63	360	420	5	0
14	1.58	2.95	660	720	5	0
15	3.93	8.52	660	720	5	0
16	4.32	6.21	60	120	5	0
17	8.85	1.46	0	60	5	0
18	6.44	2.94	0	60	5	0
19	9.23	8.53	540	600	5	0
20	7.64	0.01	600	660	5	0
21	5.63	0.45	300	360	5	0
22	1.31	7.22	120	180	5	0
23	0.41	6	600	660	5	0
24	6.26	3.73	360	420	5	0
25	8.01	2.67	180	240	5	0
26	3.57	3.2	660	720	5	0
27	0.03	0.76	600	660	5	0
28	9.26	6.27	360	420	5	0
29	7.27	7.54	300	360	5	0
30	0.92	4.87	420	480	5	0
31	1.9	4.4	60	120	5	0
32	0.33	4.43	240	300	5	0
33	6.74	3.97	240	300	5	0
34	7.45	7.47	240	300	5	0
35	6.85	1.65	660	720	5	0
36	6.24	4.8	600	660	5	0
37	6.35	3.76	180	240	5	0
38	1.25	9.8	240	300	5	0
39	5.55	2.15	600	660	5	0
40	1	8.04	0	60	5	0
41	0.63	0.73	360	420	5	0
42	3.58	3.18	480	540	5	0
43	9.22	3.06	120	180	5	0
44	1.21	6.38	60	120	5	0
45	6.61	5.96	120	180	5	0
46	4.12	3.46	60	120	5	0
47	8.74	6.66	180	240	5	0
48	5.5	9.39	300	360	5	0
49	6.36	0.22	300	360	5	0
50	1.37	0.5	240	300	5	0
51	2.5	2.5	0	600	10	10
52	2.5	7.5	0	600	10	10
53	7.5	7.5	0	600	10	15
54	7.5	2.5	0	600	10	10
55	5	5	0	600	10	10
