I 50
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	2.32	0.44	540	600	5	0
2	6.41	6.54	180	240	5	0
3	2.28	2.04	120	180	5	0
4	0.15	2.51	360	420	5	0
5	8.65	6	660	720	5	0
6	3.91	2.89	240	300	5	0
7	4.16	6.77	240	300	5	0
8	8.88	2.28	300	360	5	0
9	0.4	0.63	600	660	5	0
10	6.08	1.42	540	600	5	0
11	9.78	0.77	480	540	5	0
12	9.79	4.55	540	600	5	0
13	9.27	4.02	240	300	5	0
14	5.51	5.81	480	540	5	0
15	4.55	7.77	240	300	5	0
16	3.49	3.55	420	480	5	0
17	5.5	3.55	420	480	5	0
18	9.74	4.42	480	540	5	0
19	0.2	1.63	60	120	5	0
20	7.48	9.81	0	60	5	0
21	4.42	1.91	360	420	5	0
22	9.64	0.86	180	240	5	0
23	1	3.97	600	660	5	0
24	7.86	6.66	360	420	5	0
25	8.17	5.41	0	60	5	0
26	5.49	3.06	420	480	5	0
27	6.31	8.52	60	120	5	0
28	0.88	0.93	60	120	5	0
29	6.34	6.72	300	360	5	0
30	0.16	1.61	420	480	5	0
31	8.66	2.07	540	600	5	0
32	0.49	5.57	480	540	5	0
33	0.91	6.29	480	540	5	0
34	5.95	9.22	60	120	5	0
35	0.46	4.6	120	180	5	0
36	6.13	2.5	420	480	5	0
37	4.51	6	360	420	5	0
38	7	5.46	480	540	5	0
39	0.36	5.08	360	420	5	0
40	9.34	2.78	480	540	5	0
41	7.25	3.34	480	540	5	0
42	1.92	5.77	240	300	5	0
43	5.22	2.22	180	240	5	0
44	8.42	0.19	240	300	5	0
45	2.12	9.33	600	660	5	0
46	6.98	5.83	60	120	5	0
47	7.13	0.77	60	120	5	0
48	4.46	7.85	60	120	5	0
49	0.1	2.43	360	420	5	0
50	9.54	0.74	600	660	5	0
51	2.5	2.5	0	600	10	10
52	2.5	7.5	0	600	10	10
53	7.5	7.5	0	600	10	15
54	7.5	2.5	0	600	10	10
55	5	5	0	600	10	10
