I 50
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	2.11	4.96	60	120	5	0
2	6.89	7.31	60	120	5	0
3	8.11	6.65	240	300	5	0
4	6.52	5.18	120	180	5	0
5	1.72	7.71	300	360	5	0
6	1.07	4.24	480	540	5	0
7	9.86	9.89	0	60	5	0
8	3.46	4.74	120	180	5	0
9	5.54	6.25	300	360	5	0
10	6.64	3.06	600	660	5	0
11	2.4	2.54	180	240	5	0
12	8.49	1.13	660	720	5	0
13	0.57	0.55	480	540	5	0
14	6.84	0.24	660	720	5	0
15	8.2	7.23	0	60	5	0
16	3.43	6.22	660	720	5	0
17	8.53	2.06	600	660	5	0
18	1.16	5.67	120	180	5	0
19	4.53	9.88	540	600	5	0
20	7.83	6.37	240	300	5	0
21	8	4.69	420	480	5	0
22	9.44	2.64	360	420	5	0
23	1.35	2.13	360	420	5	0
24	1.26	0.04	120	180	5	0
25	7.93	0.99	360	420	5	0
26	4.28	2.32	360	420	5	0
27	6.82	0.68	300	360	5	0
28	1.76	4	0	60	5	0
29	9.08	5.86	480	540	5	0
30	7.37	1.93	300	360	5	0
31	7	4.18	360	420	5	0
32	4.44	1.68	480	540	5	0
33	2.32	5.1	60	120	5	0
34	3.06	3.32	180	240	5	0
35	3	4.65	420	480	5	0
36	7.86	9.42	300	360	5	0
37	2.73	1.28	120	180	5	0
38	3.98	4.51	660	720	5	0
39	1.54	2.01	420	480	5	0
40	3.57	5.04	360	420	5	0
41	6.87	6.96	480	540	5	0
42	5.51	5.01	240	300	5	0
43	2.31	3.35	420	480	5	0
44	2	9.46	540	600	5	0
45	2.8	5.96	300	360	5	0
46	5.02	1.05	420	480	5	0
47	9.65	2.3	300	360	5	0
48	4.24	5.91	0	60	5	0
49	1.54	3.65	240	300	5	0
50	3.6	3	600	660	5	0
51	2.5	2.5	0	600	10	10
52	2.5	7.5	0	600	10	10
53	7.5	7.5	0	600	10	15
54	7.5	2.5	0	600	10	10
55	5	5	0	600	10	10
