I 50
F 5
T 720
M 5
delta 5 
gamma 1
0	5	0	0	720	0	0
1	7.95	4.41	540	600	5	0
2	3.52	3.29	420	480	5	0
3	9.74	6.71	60	120	5	0
4	3.29	3.52	120	180	5	0
5	7.01	3.72	540	600	5	0
6	8.75	7	600	660	5	0
7	5.31	9.95	540	600	5	0
8	9.95	6.92	420	480	5	0
9	4.74	2.48	120	180	5	0
10	7.93	7.53	360	420	5	0
11	4.78	6.1	180	240	5	0
12	2.05	4.04	360	420	5	0
13	4.09	0.3	420	480	5	0
14	4.77	8.38	300	360	5	0
15	5.52	1.66	420	480	5	0
16	7.13	6.61	660	720	5	0
17	8.14	6.26	300	360	5	0
18	9.84	6.38	660	720	5	0
19	0.43	6.54	300	360	5	0
20	4.59	0.27	600	660	5	0
21	5.47	1.93	480	540	5	0
22	9.92	3.37	480	540	5	0
23	4.79	1.35	120	180	5	0
24	0.62	1.44	480	540	5	0
25	9.05	6.91	180	240	5	0
26	3.69	1.18	180	240	5	0
27	4.76	5.82	120	180	5	0
28	7.48	3.55	240	300	5	0
29	0.52	5.87	0	60	5	0
30	5.68	7.98	360	420	5	0
31	3.08	4.13	0	60	5	0
32	7.46	3.1	300	360	5	0
33	1.16	2.53	420	480	5	0
34	2.33	7.05	480	540	5	0
35	9.71	8.09	480	540	5	0
36	9.47	4.8	60	120	5	0
37	4.57	7.13	180	240	5	0
38	8.18	0.36	360	420	5	0
39	9.57	5.29	540	600	5	0
40	6.79	5.37	540	600	5	0
41	6.5	8.81	420	480	5	0
42	2.66	5.98	300	360	5	0
43	1.27	7.33	60	120	5	0
44	3.68	9.2	420	480	5	0
45	7.69	3.9	120	180	5	0
46	4.59	1.08	360	420	5	0
47	3.59	0.4	360	420	5	0
48	0.05	2.41	180	240	5	0
49	2.11	9.79	240	300	5	0
50	0.1	6.75	360	420	5	0
51	2.5	2.5	0	600	10	10
52	2.5	7.5	0	600	10	10
53	7.5	7.5	0	600	10	15
54	7.5	2.5	0	600	10	10
55	5	5	0	600	10	10
